EXTRA,DATA_TYPE,COLUMN_KEY,COLUMN_TYPE,IS_NULLABLE,TABLE_SCHEMA,PRIVILEGES,TABLE_NAME,NUMERIC_SCALE,TABLE_CATALOG,COLUMN_NAME,COLUMN_COMMENT,COLUMN_DEFAULT,ORDINAL_POSITION,COLLATION_NAME,NUMERIC_PRECISION,DATETIME_PRECISION,CHARACTER_SET_NAME,CHARACTER_OCTET_LENGTH,CHARACTER_MAXIMUM_LENGTH
<blank>,bigint,<blank>,bigint(4),NO,information_schema,select,TRIGGERS,0,def,ACTION_ORDER,<blank>,0,8,NULL,19,NULL,NULL,NULL,NULL
<blank>,longtext,<blank>,longtext,YES,information_schema,select,TRIGGERS,NULL,def,ACTION_CONDITION,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,longtext,<blank>,longtext,NO,information_schema,select,TRIGGERS,NULL,def,ACTION_STATEMENT,<blank>,NULL,10,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,<blank>,varchar(9),NO,information_schema,select,TRIGGERS,NULL,def,ACTION_ORIENTATION,<blank>,<blank>,11,utf8_general_ci,NULL,NULL,utf8,27,9
<blank>,varchar,<blank>,varchar(6),NO,information_schema,select,TRIGGERS,NULL,def,ACTION_TIMING,<blank>,<blank>,12,utf8_general_ci,NULL,NULL,utf8,18,6
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_OLD_TABLE,<blank>,NULL,13,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_NEW_TABLE,<blank>,NULL,14,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(3),NO,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_OLD_ROW,<blank>,<blank>,15,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,varchar,<blank>,varchar(3),NO,information_schema,select,TRIGGERS,NULL,def,ACTION_REFERENCE_NEW_ROW,<blank>,<blank>,16,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,datetime,<blank>,datetime,YES,information_schema,select,TRIGGERS,NULL,def,CREATED,<blank>,NULL,17,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(8192),NO,information_schema,select,TRIGGERS,NULL,def,SQL_MODE,<blank>,<blank>,18,utf8_general_ci,NULL,NULL,utf8,24576,8192
<blank>,varchar,<blank>,varchar(77),NO,information_schema,select,TRIGGERS,NULL,def,DEFINER,<blank>,<blank>,19,utf8_general_ci,NULL,NULL,utf8,231,77
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,TRIGGERS,NULL,def,CHARACTER_SET_CLIENT,<blank>,<blank>,20,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,TRIGGERS,NULL,def,COLLATION_CONNECTION,<blank>,<blank>,21,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,TRIGGERS,NULL,def,DATABASE_COLLATION,<blank>,<blank>,22,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(81),NO,information_schema,select,USER_PRIVILEGES,NULL,def,GRANTEE,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,243,81
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,USER_PRIVILEGES,NULL,def,TABLE_CATALOG,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,USER_PRIVILEGES,NULL,def,PRIVILEGE_TYPE,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(3),NO,information_schema,select,USER_PRIVILEGES,NULL,def,IS_GRANTABLE,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,varchar,<blank>,varchar(512),NO,information_schema,select,VIEWS,NULL,def,TABLE_CATALOG,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,1536,512
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,VIEWS,NULL,def,TABLE_SCHEMA,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(64),NO,information_schema,select,VIEWS,NULL,def,TABLE_NAME,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,longtext,<blank>,longtext,NO,information_schema,select,VIEWS,NULL,def,VIEW_DEFINITION,<blank>,NULL,4,utf8_general_ci,NULL,NULL,utf8,4294967295,4294967295
<blank>,varchar,<blank>,varchar(8),NO,information_schema,select,VIEWS,NULL,def,CHECK_OPTION,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,24,8
<blank>,varchar,<blank>,varchar(3),NO,information_schema,select,VIEWS,NULL,def,IS_UPDATABLE,<blank>,<blank>,6,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,varchar,<blank>,varchar(77),NO,information_schema,select,VIEWS,NULL,def,DEFINER,<blank>,<blank>,7,utf8_general_ci,NULL,NULL,utf8,231,77
<blank>,varchar,<blank>,varchar(7),NO,information_schema,select,VIEWS,NULL,def,SECURITY_TYPE,<blank>,<blank>,8,utf8_general_ci,NULL,NULL,utf8,21,7
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,VIEWS,NULL,def,CHARACTER_SET_CLIENT,<blank>,<blank>,9,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,VIEWS,NULL,def,COLLATION_CONNECTION,<blank>,<blank>,10,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(81),NO,information_schema,select,INNODB_LOCKS,NULL,def,lock_id,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,243,81
<blank>,varchar,<blank>,varchar(18),NO,information_schema,select,INNODB_LOCKS,NULL,def,lock_trx_id,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,54,18
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,INNODB_LOCKS,NULL,def,lock_mode,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(32),NO,information_schema,select,INNODB_LOCKS,NULL,def,lock_type,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,96,32
<blank>,varchar,<blank>,varchar(1024),NO,information_schema,select,INNODB_LOCKS,NULL,def,lock_table,<blank>,<blank>,5,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,varchar,<blank>,varchar(1024),YES,information_schema,select,INNODB_LOCKS,NULL,def,lock_index,<blank>,NULL,6,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,INNODB_LOCKS,0,def,lock_space,<blank>,NULL,7,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,INNODB_LOCKS,0,def,lock_page,<blank>,NULL,8,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,YES,information_schema,select,INNODB_LOCKS,0,def,lock_rec,<blank>,NULL,9,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(8192),YES,information_schema,select,INNODB_LOCKS,NULL,def,lock_data,<blank>,NULL,10,utf8_general_ci,NULL,NULL,utf8,24576,8192
<blank>,varchar,<blank>,varchar(18),NO,information_schema,select,INNODB_TRX,NULL,def,trx_id,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,54,18
<blank>,varchar,<blank>,varchar(13),NO,information_schema,select,INNODB_TRX,NULL,def,trx_state,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,39,13
<blank>,datetime,<blank>,datetime,NO,information_schema,select,INNODB_TRX,NULL,def,trx_started,<blank>,0000-00-00 00:00:00,3,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(81),YES,information_schema,select,INNODB_TRX,NULL,def,trx_requested_lock_id,<blank>,NULL,4,utf8_general_ci,NULL,NULL,utf8,243,81
<blank>,datetime,<blank>,datetime,YES,information_schema,select,INNODB_TRX,NULL,def,trx_wait_started,<blank>,NULL,5,NULL,NULL,0,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_weight,<blank>,0,6,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_mysql_thread_id,<blank>,0,7,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1024),YES,information_schema,select,INNODB_TRX,NULL,def,trx_query,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,INNODB_TRX,NULL,def,trx_operation_state,<blank>,NULL,9,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_tables_in_use,<blank>,0,10,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_tables_locked,<blank>,0,11,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_lock_structs,<blank>,0,12,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_lock_memory_bytes,<blank>,0,13,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_rows_locked,<blank>,0,14,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_rows_modified,<blank>,0,15,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_concurrency_tickets,<blank>,0,16,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(16),NO,information_schema,select,INNODB_TRX,NULL,def,trx_isolation_level,<blank>,<blank>,17,utf8_general_ci,NULL,NULL,utf8,48,16
<blank>,int,<blank>,int(1),NO,information_schema,select,INNODB_TRX,0,def,trx_unique_checks,<blank>,0,18,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,information_schema,select,INNODB_TRX,0,def,trx_foreign_key_checks,<blank>,0,19,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(256),YES,information_schema,select,INNODB_TRX,NULL,def,trx_last_foreign_key_error,<blank>,NULL,20,utf8_general_ci,NULL,NULL,utf8,768,256
<blank>,int,<blank>,int(1),NO,information_schema,select,INNODB_TRX,0,def,trx_adaptive_hash_latched,<blank>,0,21,NULL,10,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_TRX,0,def,trx_adaptive_hash_timeout,<blank>,0,22,NULL,20,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,information_schema,select,INNODB_TRX,0,def,trx_is_read_only,<blank>,0,23,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(1),NO,information_schema,select,INNODB_TRX,0,def,trx_autocommit_non_locking,<blank>,0,24,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,information_schema,select,INNODB_SYS_DATAFILES,0,def,SPACE,<blank>,0,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(4000),NO,information_schema,select,INNODB_SYS_DATAFILES,NULL,def,PATH,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,12000,4000
<blank>,varchar,<blank>,varchar(18),NO,information_schema,select,INNODB_LOCK_WAITS,NULL,def,requesting_trx_id,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,54,18
<blank>,varchar,<blank>,varchar(81),NO,information_schema,select,INNODB_LOCK_WAITS,NULL,def,requested_lock_id,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,243,81
<blank>,varchar,<blank>,varchar(18),NO,information_schema,select,INNODB_LOCK_WAITS,NULL,def,blocking_trx_id,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,54,18
<blank>,varchar,<blank>,varchar(81),NO,information_schema,select,INNODB_LOCK_WAITS,NULL,def,blocking_lock_id,<blank>,<blank>,4,utf8_general_ci,NULL,NULL,utf8,243,81
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_TABLESTATS,0,def,TABLE_ID,<blank>,0,1,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_SYS_TABLESTATS,NULL,def,NAME,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_SYS_TABLESTATS,NULL,def,STATS_INITIALIZED,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_TABLESTATS,0,def,NUM_ROWS,<blank>,0,4,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_TABLESTATS,0,def,CLUST_INDEX_SIZE,<blank>,0,5,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_TABLESTATS,0,def,OTHER_INDEX_SIZE,<blank>,0,6,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_TABLESTATS,0,def,MODIFIED_COUNTER,<blank>,0,7,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_TABLESTATS,0,def,AUTOINC,<blank>,0,8,NULL,20,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_SYS_TABLESTATS,0,def,REF_COUNT,<blank>,0,9,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(5),NO,information_schema,select,INNODB_CMP,0,def,page_size,<blank>,0,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP,0,def,compress_ops,<blank>,0,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP,0,def,compress_ops_ok,<blank>,0,3,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP,0,def,compress_time,<blank>,0,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP,0,def,uncompress_ops,<blank>,0,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP,0,def,uncompress_time,<blank>,0,6,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_METRICS,NULL,def,NAME,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_METRICS,NULL,def,SUBSYSTEM,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,bigint,<blank>,bigint(21),NO,information_schema,select,INNODB_METRICS,0,def,COUNT,<blank>,0,3,NULL,19,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,information_schema,select,INNODB_METRICS,0,def,MAX_COUNT,<blank>,NULL,4,NULL,19,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,information_schema,select,INNODB_METRICS,0,def,MIN_COUNT,<blank>,NULL,5,NULL,19,NULL,NULL,NULL,NULL
<blank>,double,<blank>,double,YES,information_schema,select,INNODB_METRICS,NULL,def,AVG_COUNT,<blank>,NULL,6,NULL,12,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,information_schema,select,INNODB_METRICS,0,def,COUNT_RESET,<blank>,0,7,NULL,19,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,information_schema,select,INNODB_METRICS,0,def,MAX_COUNT_RESET,<blank>,NULL,8,NULL,19,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,information_schema,select,INNODB_METRICS,0,def,MIN_COUNT_RESET,<blank>,NULL,9,NULL,19,NULL,NULL,NULL,NULL
<blank>,double,<blank>,double,YES,information_schema,select,INNODB_METRICS,NULL,def,AVG_COUNT_RESET,<blank>,NULL,10,NULL,12,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,INNODB_METRICS,NULL,def,TIME_ENABLED,<blank>,NULL,11,NULL,NULL,0,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,INNODB_METRICS,NULL,def,TIME_DISABLED,<blank>,NULL,12,NULL,NULL,0,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),YES,information_schema,select,INNODB_METRICS,0,def,TIME_ELAPSED,<blank>,NULL,13,NULL,19,NULL,NULL,NULL,NULL
<blank>,datetime,<blank>,datetime,YES,information_schema,select,INNODB_METRICS,NULL,def,TIME_RESET,<blank>,NULL,14,NULL,NULL,0,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_METRICS,NULL,def,STATUS,<blank>,<blank>,15,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_METRICS,NULL,def,TYPE,<blank>,<blank>,16,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_METRICS,NULL,def,COMMENT,<blank>,<blank>,17,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,int,<blank>,int(5),NO,information_schema,select,INNODB_CMP_RESET,0,def,page_size,<blank>,0,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_RESET,0,def,compress_ops,<blank>,0,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_RESET,0,def,compress_ops_ok,<blank>,0,3,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_RESET,0,def,compress_time,<blank>,0,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_RESET,0,def,uncompress_ops,<blank>,0,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_RESET,0,def,uncompress_time,<blank>,0,6,NULL,10,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(192),NO,information_schema,select,INNODB_CMP_PER_INDEX,NULL,def,database_name,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,576,192
<blank>,varchar,<blank>,varchar(192),NO,information_schema,select,INNODB_CMP_PER_INDEX,NULL,def,table_name,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,576,192
<blank>,varchar,<blank>,varchar(192),NO,information_schema,select,INNODB_CMP_PER_INDEX,NULL,def,index_name,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,576,192
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_PER_INDEX,0,def,compress_ops,<blank>,0,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_PER_INDEX,0,def,compress_ops_ok,<blank>,0,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_PER_INDEX,0,def,compress_time,<blank>,0,6,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_PER_INDEX,0,def,uncompress_ops,<blank>,0,7,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMP_PER_INDEX,0,def,uncompress_time,<blank>,0,8,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(5),NO,information_schema,select,INNODB_CMPMEM_RESET,0,def,page_size,<blank>,0,1,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMPMEM_RESET,0,def,buffer_pool_instance,<blank>,0,2,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMPMEM_RESET,0,def,pages_used,<blank>,0,3,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMPMEM_RESET,0,def,pages_free,<blank>,0,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21),NO,information_schema,select,INNODB_CMPMEM_RESET,0,def,relocation_ops,<blank>,0,5,NULL,19,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_CMPMEM_RESET,0,def,relocation_time,<blank>,0,6,NULL,10,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_FT_DELETED,0,def,DOC_ID,<blank>,0,1,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,POOL_ID,<blank>,0,1,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,LRU_POSITION,<blank>,0,2,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,SPACE,<blank>,0,3,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,PAGE_NUMBER,<blank>,0,4,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,PAGE_TYPE,<blank>,NULL,5,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,FLUSH_TYPE,<blank>,0,6,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,FIX_COUNT,<blank>,0,7,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(3),YES,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,IS_HASHED,<blank>,NULL,8,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,NEWEST_MODIFICATION,<blank>,0,9,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,OLDEST_MODIFICATION,<blank>,0,10,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,ACCESS_TIME,<blank>,0,11,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(1024),YES,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,TABLE_NAME,<blank>,NULL,12,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,varchar,<blank>,varchar(1024),YES,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,INDEX_NAME,<blank>,NULL,13,utf8_general_ci,NULL,NULL,utf8,3072,1024
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,NUMBER_RECORDS,<blank>,0,14,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,DATA_SIZE,<blank>,0,15,NULL,20,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,COMPRESSED_SIZE,<blank>,0,16,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(3),YES,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,COMPRESSED,<blank>,NULL,17,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,varchar,<blank>,varchar(64),YES,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,IO_FIX,<blank>,NULL,18,utf8_general_ci,NULL,NULL,utf8,192,64
<blank>,varchar,<blank>,varchar(3),YES,information_schema,select,INNODB_BUFFER_PAGE_LRU,NULL,def,IS_OLD,<blank>,NULL,19,utf8_general_ci,NULL,NULL,utf8,9,3
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_BUFFER_PAGE_LRU,0,def,FREE_PAGE_CLOCK,<blank>,0,20,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_SYS_FOREIGN,NULL,def,ID,<blank>,<blank>,1,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_SYS_FOREIGN,NULL,def,FOR_NAME,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_SYS_FOREIGN,NULL,def,REF_NAME,<blank>,<blank>,3,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,int,<blank>,int(11) unsigned,NO,information_schema,select,INNODB_SYS_FOREIGN,0,def,N_COLS,<blank>,0,4,NULL,10,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11) unsigned,NO,information_schema,select,INNODB_SYS_FOREIGN,0,def,TYPE,<blank>,0,5,NULL,10,NULL,NULL,NULL,NULL
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_COLUMNS,0,def,TABLE_ID,<blank>,0,1,NULL,20,NULL,NULL,NULL,NULL
<blank>,varchar,<blank>,varchar(193),NO,information_schema,select,INNODB_SYS_COLUMNS,NULL,def,NAME,<blank>,<blank>,2,utf8_general_ci,NULL,NULL,utf8,579,193
<blank>,bigint,<blank>,bigint(21) unsigned,NO,information_schema,select,INNODB_SYS_COLUMNS,0,def,POS,<blank>,0,3,NULL,20,NULL,NULL,NULL,NULL
<blank>,int,<blank>,int(11),NO,information_schema,select,INNODB_SYS_COLUMNS,0,def,MTYPE,<blank>,0,4,NULL,10,NULL,NULL,NULL,NULL
